stop_lat,stop_lon,type,multimodal
28.581816,77.015072,Bus,St Thomas School Goyla Vihar(DC4330_10206)
28.58327,77.011534,Bus,Taj Pur More(DC4328_10207)
28.591403,77.000404,Bus,Shyam Vihar(DC4324_10208)
28.591721,76.992877,Bus,Goela Dairy Crossing(U00266_10209)
28.593389,76.991941,Bus,Deenpur Village(U00262_10210)
28.596621,76.990298,Bus,Durga Vihar(U00254_10211)
28.600768,76.988661,Bus,BDO Office(U00249_10212)
28.60799,76.985536,Bus,Chhawla Stand Najafgarh(U00229_10213)
28.6103186141233,76.9813376578563,Bus,Police Station NajafGarh(U00226_10214)
28.617676,76.984284,Bus,Dichau Chowk(U00217_10215)
28.621747,76.98804,Bus,Udaseen Ashram(U00234_10216)
28.625259,76.992196,Bus,Nirmal Vihar(U00252_10217)
28.629304,76.997733,Bus,Dichau Kalan Depot(U00288_10218)
28.707525,77.177797,Bus,Azadpur Terminal(DC0018_10219)
28.7139,77.1725,Bus,New Sabzi Mandi(U01780_10220)
28.715917,77.170867,Bus,Adarsh Nagar / Bharola Village(U01761_10221)
28.720417,77.166983,Bus,Sarai Peepal Thala(U01699_10222)
28.7215333333333,77.166,Bus,Mahindra Park(DC3598_10223)
28.7251,77.163217,Bus,Jahangir Puri GT Road(DC3599_10224)
28.7273,77.161583,Bus,Jahangir Puri Metro Station(DC3600_10225)
28.731183,77.158617,Bus,GTK Depot(U01582_10226)
28.734723,77.155831,Bus,Mukarba Chowk(DC3601_10227)
28.738473,77.154112,Bus,Mukraba Chowk / Sanjay Gandhi Transport Nagar(DC3602_10228)
28.752467,77.149383,Bus,Libas Pur GT Road(U01479_10229)
28.75805,77.14765,Bus,Swaroop Nagar GT Road(U01464_10230)
28.76486,77.145315,Bus,Gurudwara Siraspur GT Road(DC4802_10231)
28.771708,77.142899,Bus,Nangli Poona More(DC5178_10232)
28.771944,77.121967,Bus,Khera Garhi(DC5180_10233)
28.771903,77.117675,Bus,Khera Kalan School(DC5182_10234)
28.772345,77.115104,Bus,Khera Kalan Gaon(DC5184_10235)
28.773931,77.104022,Bus,Rishi Dharmarth Chikitsalaya(DC5186_10236)
28.773923,77.102521,Bus,Khera Khurd Village(DC5188_10237)
28.773761,77.09241,Bus,Khera Khurd Nahar Crossing(DC5191_10238)
28.783337,77.096637,Bus,Naya Bans(DC5192_10239)
28.793447,77.095545,Bus,Mann School(DC5194_10240)
28.795391,77.097784,Bus,Holambi Khurd DRID College(DC5096_10241)
28.799721,77.096011,Bus,Holambi Khurd(DC5098_10242)
28.801883,77.096003,Bus,Holambi Kalan Terminal(DC5100_10243)
28.809564,77.107095,Bus,Holambi Kalan Crossing(DC4996_10244)
28.817688,77.102397,Bus,Shahpur Garhi(DC4998_10245)
28.821204,77.100678,Bus,DSIDC Narela(DC5002_10246)
28.829162,77.094509,Bus,Bhor Garh(DC5004_10247)
28.833012,77.093266,Bus,Babu Jag Jeevan Ram Colony(DC5006_10248)
28.845328,77.088967,Bus,Old Anaj Mandi(DC4537_10249)
28.847045,77.088366,Bus,Narela Primary School(DC4538_10250)
28.779253,77.179936,Bus,Keshav Nagar Mukti Ashram(DC4364_10251)
28.775793,77.179669,Bus,Ibrahim Pur More(DC4362_10252)
28.768883,77.180783,Bus,Natthupura Crossing Terminal(DC3796_10253)
28.7645,77.1838,Bus,Amrit Vihar Colony(U01942_10254)
28.761167,77.188717,Bus,Koushik Enclave(U02050_10255)
28.76015,77.1910833333333,Bus,Laxmi Vihar(U02086_10256)
28.7555,77.1983,Bus,Ekta Garden Harijan Basti(DC0054_10257)
28.7541,77.199,Bus,Burari Village(U02216_10258)
28.7492333333333,77.1985666666667,Bus,Sarvodhya Vidhyalay Burari(U02214_10259)
28.7467,77.1983,Bus,Balti Factory(U02200_10260)
28.7418,77.198,Bus,Sant Nagar Main Market(U02182_10261)
28.7377,77.1973,Bus,Sant Nagar A1(U02160_10262)
28.734483,77.197717,Bus,Jharoda Dairy Crossing(U02169_10263)
28.730567,77.198467,Bus,Burari Transport Authority(U02199_10264)
28.72773,77.198067,Bus,Nirankari Sarover(U02185_10265)
28.72095,77.20015,Bus,CV Raman ITI(DC0055_10266)
28.714883,77.2041,Bus,Nirankari Colony(U02301_10267)
28.7112333333333,77.2045,Bus,Radio Colony(U02327_10268)
28.706789,77.204733,Bus,Dhaka Village(U09586_10269)
28.70458,77.205033,Bus,Balmiki Gandhi Ashram(U02325_10270)
28.700567,77.205017,Bus,TB Hospital(U02318_10271)
28.698294,77.206554,Bus,GTB Nagar(U02350_10272)
28.690202,77.221419,Bus,Khyber Pass(U02613_10273)
28.687634,77.221672,Bus,Vidhan Sabha Metro Station(U02620_10274)
28.683891,77.222282,Bus,Old Secretariat (Postal Account Office)(U02628A_10275)
28.679703,77.223955,Bus,IP College(U99851_10276)
28.676602,77.225033,Bus,Exchange Store / Civil Lines Metro Station(DC3689_10277)
28.672405,77.226008,Bus,Ludlow Castle(U02700_10278)
28.668479,77.226269,Bus,ISBT Nityanand Marg(DC3596_10279)
28.768915,77.18095,Bus,Natthupura Terminal(U01890_10280)
28.7387275691695,77.1976852838739,Bus,Sant Nagar A-1(U02176_10281)
28.70265,77.2098166666667,Bus,Sewa Kutir(U02421_10282)
28.704317,77.211183,Bus,BBM Cluster Depot(U02458_10283)
28.532503,77.314934,Bus,Madanpur Khadar JJ Colony(DC4855_10284)
28.531925,77.304504,Bus,Madanpur Khadar Crossing(DC4856_10285)
28.543016,77.309486,Bus,Kalindi Kunj Metro Station(DC4857_10286)
28.545082,77.306213,Bus,Kalindi Kunj(DC4858_10287)
28.542816,77.303047,Bus,Shaheen Bagh(DC4859_10288)
28.5404,77.2968,Bus,Jasola Vihar(DC4860_10289)
28.538333,77.291867,Bus,Sarita Vihar K Block(DC4861_10290)
28.539501,77.282682,Bus,Apollo Hospital(U03351_10291)
28.543764,77.27934,Bus,Harkesh Nagar(U03323_10292)
28.548007,77.276605,Bus,Okhla Tank(U03292_10293)
28.551088,77.273998,Bus,CRRI(U03273_10294)
28.554827,77.271291,Bus,Sukhdev Vihar Depot(U03249_10295)
28.55795,77.26895,Bus,Kalkaji Xing(U03225_10296)
28.561592,77.266287,Bus,Ishwar Nagar(U03204_10297)
28.57045,77.259788,Bus,Ashram Chowk(U03148S_10298)
28.574277,77.256865,Bus,Ashram (Hari Nagar)(U03121_10299)
28.582917,77.251209,Bus,Bhogal(U03049_10300)
28.584692,77.249659,Bus,Bhogal (Jungpura)(U03037_10301)
28.589269,77.246339,Bus,Nizamuddin Extension(U03000_10302)
28.591349,77.244916,Bus,Police Station Nizamuddin (Dargah)(U02974_10303)
28.5924,77.23675,Bus,Ishpat Bhawan(U02860_10304)
28.591833,77.232383,Bus,JLN Stadium (Sunehripulla Depot)(DC0094_10305)
28.586733,77.22425,Bus,Lodhi Colony 18-Block(U02661_10306)
28.584817,77.224533,Bus,Lodhi Colony(U99988_10307)
28.529703,77.287907,Bus,Madanpur Khadar Crossing(U03421_10308)
28.532092,77.286936,Bus,Sarita Vihar(U03398_10309)
28.568283,77.253917,Bus,Nehru Nagar(U03077_10310)
28.565391,77.248511,Bus,Lajpat Nagar Ring Road(U03024_10311)
28.564833,77.241433,Bus,Gupta Market(U02941_10312)
28.564823,77.239969,Bus,Gupta Market(U03997A_10313)
28.569135,77.235154,Bus,MCKR Hospital(U02843_10314)
28.573,77.237367,Bus,Defence Colony(U02867_10315)
28.583917,77.240533,Bus,Pant Nagar(U02923_10316)
28.587033,77.2408,Bus,CGO Complex(U02930_10317)
28.596267,77.240433,Bus,Amir Khusro Park / Oberoi Hotel(U02920_10318)
28.598783,77.2406,Bus,Delhi Public School(U99968_10319)
28.602217,77.240402,Bus,Sunder Nagar(U02904_10320)
28.6084,77.23995,Bus,Zoo(U02899_10321)
28.611683,77.239967,Bus,National Stadium(U02897_10322)
28.6155,77.24015,Bus,ITPO Gate No. 3(U02901_10323)
28.618483,77.240183,Bus,Pragati Maidan Gate No. 5(U02907_10324)
28.622877,77.240388,Bus,Supreme Court(U02909_10325)
28.623433,77.240567,Bus,Pragati Maidan Metro Station(U99740_10326)
28.629065,77.241192,Bus,ITO (Agarwal Chowk)(U02934_10327)
28.633864,77.240804,Bus,Express Building(U02929_10328)
28.638817,77.241013,Bus,Delhi Gate / Ambedkar Stadium(U02932_10329)
28.64635,77.240226,Bus,Darya Ganj Golcha Cinema(U02918_10330)
28.649272,77.239311,Bus,Subhash Park(U02893_10331)
28.651255,77.237958,Bus,Jama Masjid(U02879_10332)
28.653939,77.236401,Bus,Red Fort(U02858_10333)
28.542753,76.888748,Bus,Sarang Pur Village(DC5414_10334)
28.534792,76.90432,Bus,JhulJhuli Village(DC5412_10335)
28.535283,76.909333,Bus,Jhul-Jhuli Check Post / Ghumanhera Crossing(DC4023_10336)
28.552333,76.907483,Bus,Malik Pur Village Crossing(DC4578_10337)
28.5683384634491,76.9065230295013,Bus,Ujwa Gaon(DC4025_10338)
28.5735106,76.9082469,Bus,Ujwa School(DC4009_10339)
28.600403776461,76.9161106637266,Bus,Rawta Crossing (Dhansa Road)(U00055_10340)
28.60448,76.932397,Bus,Surehra Crossing(U00069_10341)
28.607252,76.939754,Bus,Mitraon School(U00078_10342)
28.608343,76.951668,Bus,Mitraon Crossing(DC4746_10343)
28.608858,76.959974,Bus,Indra Service Station(U00116_10344)
28.609487,76.967851,Bus,Nanak Piyau(U00158_10345)
28.610354,76.971259,Bus,Prem Nursary(U00168_10346)
28.6111300229137,76.9744597383946,Bus,Khera More / Ghuman Hera Crossing(U00184_10347)
28.6137657049756,76.9793626157992,Bus,Jharoda Crossing Jharoda Road(U00202_10348)
28.6148311619155,76.9772491148408,Bus,NajafGarh Terminal(U00192_10349)
28.703538,77.169078,Bus,Shalimar Bagh (Ring Road)(U01725_10350)
28.701819,77.165532,Bus,Ashok Vihar Crossing(U01667_10351)
28.70097,77.161821,Bus,Richi Rich(U01613_10352)
28.700065,77.158465,Bus,Prem Bari Pul(U01576_10353)
28.695994,77.155671,Bus,Punjab Kesari (Subhash Palace Depot)(U01546_10354)
28.693861,77.150918,Bus,Wazirpur DTC Depot / Netaji Subhash Palace(DC0031_10355)
28.69553,77.146025,Bus,Pitampura ND Block(U01448_10356)
28.697168,77.142174,Bus,Kohat Enclave Metro Station(U01392_10357)
28.699303,77.137619,Bus,Vaishali  Enclave / Kapil Vihar(U01338_10358)
28.701454,77.134768,Bus,JD Block Pitam Pura(U01298_10359)
28.702886,77.130242,Bus,Madhuban Chowk Outer Ring Road(U01252_10360)
28.700082,77.125333,Bus,Saraswati  Vihar C Block(U01199_10361)
28.69796,77.11962,Bus,Deepali Chowk(U01135_10362)
28.697185,77.115505,Bus,Kali Mata Mandir(U01086_10363)
28.696165,77.111793,Bus,Puspanjali Enclave(U01059_10364)
28.695388,77.109414,Bus,Rohini Depot  3(U01043_10365)
28.694461,77.106694,Bus,Mangolpur School(U99992_10366)
28.695549,77.101135,Bus,Mangolpur Kalan Village(U00979_10367)
28.69875,77.0964,Bus,Avantika Crossing(DC0011_10368)
28.700005,77.094325,Bus,Mangol Pur Khurd(U00896_10369)
28.702634,77.089647,Bus,Mangolpuri Y Block(U00832_10370)
28.704528,77.086895,Bus,Krishna Vihar(U00797_10371)
28.709736,77.081042,Bus,Krishna Vihar(U00765_10372)
28.7125001,77.0805,Bus,Brahm Shakti Hospital(U00723_10373)
28.714257,77.076933,Bus,Pooth Kalan(U00682_10374)
28.7187,77.0696,Bus,Rohini Sec-21(U00618_10375)
28.7217,77.06495,Bus,Begumpur(U00591_10376)
28.724733,77.058746,Bus,Rajeev Nagar(U00544_10377)
28.726356,77.053345,Bus,Karala Pathsala Jain Mandir(U00518_10378)
28.727533,77.04895,Bus,Sukhbeer Nagar(U00484_10379)
28.728583,77.045817,Bus,Rama Vihar(U00465_10380)
28.730681,77.039664,Bus,Karala School(U00443_10381)
28.7315,77.037,Bus,Karala Village(U00429_10382)
28.731601,77.031627,Bus,Karala Crossing(U99798_10383)
28.7325,77.0284,Bus,Desu Office(U99807_10384)
28.7333,77.025,Bus,Shiv Vihar Bheem Chowk(DC0007_10385)
28.73384,77.0208,Bus,Radha Swami Satsang(U99798A_10386)
28.7352,77.0125833333333,Bus,Shivam Plywood(U00352_10387)
28.737911,77.00692,Bus,Kanjhawla Chowk(DC4667_10388)
28.738428,77.004399,Bus,Nirmal Hospital(DC4668_10389)
28.73949,76.997517,Bus,Ladpur Village(DC4670_10390)
28.740338,76.994313,Bus,Rajendra Lakra Public School(DC4671_10391)
28.74225,76.9865,Bus,Sant Vivekanand School(DC4672_10392)
28.744467,76.980917,Bus,Vriddha Ashram(DC4673_10393)
28.74615,76.978217,Bus,Jonti Crossing(DC4674_10394)
28.7531452409393,76.972067834944,Bus,Jonti Village(DC4675_10395)
28.755872,76.968475,Bus,Tatesar Village(DC4676_10396)
28.767498,76.96456,Bus,Balaji Enclave(DC4678_10397)
28.773006,76.962094,Bus,Punjab Khor Village(DC4679_10398)
28.7779,76.9614,Bus,Punjab Khor Village(DC4680_10399)
28.788119,76.962441,Bus,Divya Dham Ashram(DC4682_10400)
28.79069,76.962473,Bus,Jatt Khor Crossing(DC4681_10401)
28.7977,76.960533,Bus,Qutub Garh Enclave(DC4909_10402)
28.801274,76.962031,Bus,Qutub Garh Village (T)(DC4910_10403)
28.8061001,76.9658501,Bus,Katewara Crossing(DC4911_10404)
28.6389,77.2502,Bus,Rajghat Gandhi Darshan(U03043_10405)
28.636983,77.247267,Bus,Gandhi Darshan(U03011_10406)
28.6336,77.2469,Bus,Indira Gandhi Stadium(U03007P_10407)
28.624078,77.247687,Bus,IP Power House (ITO Ring Road)(DC3679_10408)
28.6195,77.249,Bus,Indraprastha Depot(U03025_10409)
28.616,77.2501,Bus,Pragati Power Station(U03040_10410)
28.610753,77.2517899,Bus,Railway Road Bridge(U03052_10411)
28.603408,77.254218,Bus,Nizamuddin Road Bridge(U03075_10412)
28.5908681,77.2581704,Bus,ISBT Sarai Kale Khan(U03147_10413)
28.5847,77.2247,Bus,Lodhi Colony(DC0100_10414)
28.584967,77.228233,Bus,Central School Lodhi Road(U02735_10415)
28.5841,77.2301,Bus,J L Nehru Stadium(U02783_10416)
28.57875,77.229533,Bus,Sewa Nagar Flyover(U02775_10417)
28.571983,77.227669,Bus,Defence Colony (Homyopathic College)(U02732_10418)
28.569817,77.22655,Bus,PT College Kotla(U02710_10419)
28.565987,77.230567,Bus,Andrews Ganj(U02788_10420)
28.565133,77.239733,Bus,Gupta Market(U99989_10421)
28.565202,77.242598,Bus,Lajpat Nagar (Ring Road)(U02951_10422)
28.565781,77.249098,Bus,Lajpat Nagar Ring Road(U02950_10423)
28.564183,77.250367,Bus,Lajpat Nagar Crossing(U03041_10424)
28.5624,77.251417,Bus,Garhi Village(U03047_10425)
28.562167,77.255617,Bus,B-Block East of Kailash(U03102_10426)
28.56215,77.2582,Bus,C-Block East of Kailash(U03142_10427)
28.5612422,77.2601598,Bus,SNPD(U03162_10428)
28.5565,77.2648,Bus,Laghu Udyog Sansthan (ModiMill)(U03190_10429)
28.553683,77.265133,Bus,NSIC(U03196_10430)
28.55205,77.2645,Bus,Kalkaji Mandir(U03181_10431)
28.5479,77.263,Bus,Kalkaji Mandir (MaaAnandmayeeMarg)(U03174_10432)
28.545217,77.2641,Bus,Govind Puri Metro Station(U03185_10433)
28.5375,77.2674,Bus,Kalkaji Depot(U03206_10434)
28.534033,77.268667,Bus,C-Lal Chowk(U03219_10435)
28.527867,77.272383,Bus,CRPF Camp / Crown Plaza(DC0136_10436)
28.5261,77.2736,Bus,Bank(DC0137_10437)
28.5203,77.2777,Bus,Okhla Ph-I(U03297_10438)
28.510917,77.281167,Bus,Tehkhand Depot DTC(U99679Z_10439)
28.5044,77.2793,Bus,Prem Nagar(U03321_10440)
28.5026,77.284517,Bus,Lal Kuan(U03366_10441)
28.5017,77.291,Bus,Surajkund Crossing(U03435_10442)
28.5,77.294633,Bus,Prehlad Pur(U03466_10443)
28.4995,77.299267,Bus,Badarpur M B Road(U03520_10444)
28.498104,77.302191,Bus,Jaitpur Crossing(U03544_10445)
28.628968,76.997542,Bus,Dichau Kalan Depot(DC4311_10446)
28.625293,76.992481,Bus,Nirmal Vihar(DC4312_10447)
28.621564,76.988064,Bus,Udaseen Ashram(DC4313_10448)
28.616516,76.98382,Bus,Dichau Chowk(DC4314_10449)
28.611746,76.985721,Bus,NajafGarh Delhi Gate(U00233_10450)
28.607056,76.986005,Bus,Chawla Stand Najafgarh(U00231_10451)
28.600879,76.988758,Bus,BDO Office(U00251_10452)
28.59664,76.99046,Bus,Durga Vihar(U00255_10453)
28.594055,76.991774,Bus,Deenpur Village(U00263_10454)
28.591726,76.992969,Bus,Goela Dairy Crossing(U00267_10455)
28.591481,77.000564,Bus,Shyam Vihar(DC4323_10456)
28.583311,77.011776,Bus,Taj Pur More(DC4327_10457)
28.581902,77.015056,Bus,St Thomas School Goyla Vihar(DC4329_10458)
28.580514,77.019268,Bus,Nehru Bus Stand Goyla Dairy(DC4331_10459)
28.5798547497433,77.021953036937,Bus,Goyla Dairy (Qutub Vihar)(DC4333_10460)
28.579252,77.024293,Bus,Jhankar Crossing(DC4335_10461)
28.5784,77.029767,Bus,Qutub Vihar Phase-I Kikar Stand(DC4337_10462)
28.577431,77.035333,Bus,Police Post(DC4339_10463)
28.574817,77.0513,Bus,Amrohi More(DC4343_10464)
28.578167,77.0542,Bus,Dwarka Sec-19 Modern School(DC4345_10465)
28.579068,77.059118,Bus,NHAI Building/ Dwarka Sec-10 Metro Station(DC4198_10466)
28.582753,77.062279,Bus,President Cabinet Apartments(DC4199_10467)
28.587688,77.066452,Bus,Princess Park/ Airforce Noval Office Enclave(DC4200_10468)
28.59126,77.069535,Bus,Dwarka Sec-6/7(DC4201_10469)
28.593228,77.070994,Bus,Dwarka Sec-6 Telephone Exchange(DC4202_10470)
28.593101,77.079538,Bus,Maharaja Agrasen Hospital Dwarka(DC3646_10471)
28.592015,77.081258,Bus,Health Centre(U00731_10472)
28.590099,77.086907,Bus,Mangla Puri Terminal(U00780_10473)
28.632763,77.215806,Bus,Shivaji Stadium Terminal(U02523A_10474)
28.633293,77.212365,Bus,Shaheed Bhagat Singh Marg(DC3751_10475)
28.633562,77.209301,Bus,Shaheed Bhagat Singh Marg(U02415_10476)
28.6347,77.2037,Bus,Gole Market(U02288_10477)
28.638783,77.20345,Bus,PS Mandir Marg(U02283_10478)
28.639867,77.2043,Bus,Balmiki Mandir(U02306BM_10479)
28.6417,77.2042,Bus,Panchkuian Road Banwai Lal Hospital(U02295_10480)
28.643667,77.201033,Bus,Meghdoot Bhawan(U02240_10481)
28.644583,77.192833,Bus,Pusa Road Petrol Pump Sadhu Vaswani Marg(U02105_10482)
28.643911,77.188747,Bus,Karol Bagh Metro Station(U02028_10483)
28.6424110602643,77.1734091778132,Bus,East Patel Nagar(U01796_10484)
28.6453945693725,77.1684196058229,Bus,South Patel Nagar (Metro Station)(U01717_10485)
28.647504,77.164974,Bus,West Patel Nagar(U01665_10486)
28.6513447000214,77.1585098882541,Bus,Shadipur DTC Colony Metro Station(U01575_10487)
28.653117,77.1555,Bus,Shadipur Depot(U01543_10488)
28.657317,77.1485,Bus,Moti Nagar Industrial Area(U01472_10489)
28.661,77.142383,Bus,Karampura Terminal(U01399_10490)
28.6635,77.1406,Bus,New Moti Nagar B Block(U01374_10491)
28.669318,77.137519,Bus,Punjabi Bagh Terminal(U01337_10492)
28.684228,77.147619,Bus,Shakkur Pur Crossing / Britannia(U01463_10493)
28.686452,77.150998,Bus,Telephone Exchange(U01488_10494)
28.691698,77.153496,Bus,Netaji Subhas Place/Wazirpur Depot(U01521_10495)
28.6979,77.151475,Bus,Guru Govind Singh College(U01504_10496)
28.699707,77.151202,Bus,TV Tower (Power House)(U01498_10497)
28.699912,77.14428,Bus,DAV School(U01426_10498)
28.7002,77.1411,Bus,Pitam Pura KD Block(U99722_10499)
28.703277,77.139304,Bus,Pittampura AP-Block(U01361_10500)
28.705955,77.138462,Bus,Pitampura CD-Block(U01345_10501)
28.704931,77.132221,Bus,Madhuban Chowk (Outer Ring Road)(U01270_10502)
28.704675,77.130151,Bus,Madhuvan Chowk(U01251_10503)
28.707658,77.123974,Bus,Sai Baba Chowk Rohini Sec 7(U01194_10504)
28.711578,77.120316,Bus,Rohini Sec 7 and 8(U01101_10506)
28.715,77.115,Bus,Rohini West Metro Station(DC0005_10507)
28.7158,77.113983,Bus,Rohini Depot 1 Sec 6 (Ambedkar Hospital)(U01081_10508)
28.71725,77.111833,Bus,Rajeev Gandhi Cancer Hospital(U01064_10509)
28.71964,77.108529,Bus,Rithala Metro Station(U01033_10510)
28.723411,77.103745,Bus,Pal Colony(U01006_10511)
28.725811,77.100279,Bus,Rithala Village(DC0040_10512)
28.727139,77.098373,Bus,Sec-24 Rohini Main Road(DC0041_10513)
28.72976,77.094556,Bus,Dera Satguru Sewaram Sahai Sec 24/25 Crossing(DC0042_10514)
28.722883,77.08773,Bus,Hanuman Mandir Rohini Sec 24(DC0044_10515)
28.7192220505417,77.0846028893605,Bus,Rohini Sec 23 (Green Hill Aptt.)(DC0045_10516)
28.532153,76.922323,Bus,Ghuman Hera Village(DC4419_10517)
28.536905,76.922167,Bus,Ghuman Hera More / Shikarpur Crossing(DC4420_10518)
28.548976,76.930686,Bus,Dewta Wala mandir(DC4421_10519)
28.5568222695004,76.9368548833972,Bus,Hasanpur Village(DC4422_10520)
28.56176,76.941887,Bus,KharKhari Rondh(DC4423_10521)
28.574027,76.952356,Bus,Pandwala Crossing(DC4424_10522)
28.582168,76.957902,Bus,KharKhari Jatmal / Surhera Crossing(DC4425_10523)
28.58704,76.959128,Bus,KharKhari Nahar / Khera Dabur(DC4426_10524)
28.596312,76.964794,Bus,Khera Village 2(DC4432_10525)
28.606791,76.972726,Bus,Krishna Nagar / Gopal Nagar(DC4784_10526)
28.5846382853658,76.9950528230485,Bus,Jhatikra Crossing Pandwala Road(DC4461_10527)
28.572355,76.980956,Bus,Rewla Khanpur Crossing(DC4452_10528)
28.569584,76.977685,Bus,Purani Basti Rewla Khanpur(DC4454_10529)
28.835983,77.123838,Bus,Tikri Khurd(DC5415_10530)
28.836177,77.12839,Bus,Tikri Khurd Crossing / AMPC(DC4967_10531)
28.835604,77.128935,Bus,Tikri Khurd Crossing / AMPC(DC4979_10532)
28.824476,77.132311,Bus,Khampur Village(DC4980_10533)
28.810288,77.137092,Bus,Bakauli Village (GT Road)(DC5058_10534)
28.8012,77.138967,Bus,Pwd Office(DC4829_10535)
28.796617,77.1396,Bus,Alipur Village GT Road(DC4830_10536)
28.793233,77.14415,Bus,Jind Pur Crossing(DC4832_10537)
28.78865,77.141467,Bus,Sai Mandir(DC4833_10538)
28.782107,77.141601,Bus,Budhpur GT Road(DC4834_10539)
28.77715,77.142633,Bus,Jain Mandir(DC4835_10540)
28.774167,77.143267,Bus,Nangli Poona (GT Road)(DC4836_10541)
28.764956,77.146126,Bus,Gurudwara Siraspur GT Road(DC4837_10542)
28.522481,77.082442,Bus,Kapashera Border(U00736_10543)
28.524517,77.0837,Bus,Kapashera Village(U00759_10544)
28.531234,77.088154,Bus,Kapashera Crossing(U00808_10545)
28.534492,77.090371,Bus,Samalkha Village(U00834_10546)
28.538205,77.091434,Bus,Samalkha Crossing(U00856_10547)
28.5422626711678,77.0735459241414,Bus,Puspanjali G Block(NS0198_10548)
28.544217,77.065083,Bus,Dwarka Road(U00527BP_10549)
28.547567,77.057117,Bus,Bharthal Under Pass(U00527_10550)
28.5519186,77.0566312,Bus,Dwarka Sec-21 Metro Station(DC4186_10551)
28.55411,77.05858,Bus,Dwarka Sec-21 Crossing(DC4184_10552)
28.558065,77.061889,Bus,Dwarka Sec 22 Vivanta Hotel(DC4288_10553)
28.5639249,77.0627421,Bus,Dwarka Sec-20/21 Crossing(DC4935_10554)
28.56622,77.06691,Bus,Dwarka Sec-8 Metro Station(DC4929_10555)
28.56294,77.07074,Bus,Shahbad Mohammad Pur School(DC4930_10556)
28.559648,77.071398,Bus,Shahbad Mohammad Pur Village(DC4931_10557)
28.56278,77.07072,Bus,Shahbad Mohammad Pur School(DC4932_10558)
28.5675435,77.0666171,Bus,Dwarka Sec-8 Metro Station(DC4933_10559)
28.56852,77.06788,Bus,Dwarka Sec8(DC4936_10560)
28.57252,77.06916,Bus,Bagdola Village(DC4937_10561)
28.5758,77.07134,Bus,Dwarka Sec8 DTC Depot(DC4938_10562)
28.5765,77.07594,Bus,National Malariya Research Centre (Dwarka)(DC4939_10563)
28.57818,77.07708,Bus,Dada Dev Mandir(DC4940_10564)
28.57876,77.07616,Bus,National Malariya Research Centre (Dwarka)(DC4941_10565)
28.5815,77.0703,Bus,Royal Residency (Dwarka)(DC4942_10566)
28.58367,77.06701,Bus,Munirka Flats (Dwarka)(DC4943_10567)
28.594499,77.073519,Bus,Dwarka Sec 1(U99908_10568)
28.59687,77.080944,Bus,Sulabh International Centre(DC4846_10569)
28.60084,77.08199,Bus,Mahaveer Enclave III(DC4844_10570)
28.60353,77.08266,Bus,Dashrath Puri(DC4843_10571)
28.60654,77.08111,Bus,Vijay Enclave (Palam-Dabri Road)(DC4841_10572)
28.608043,77.081954,Bus,Dabri Village(DC4839_10573)
28.6128332543193,77.0860911074767,Bus,Dabri Crossing Dwarka Road(U00781_10574)
28.61446,77.086985,Bus,C2D Janakpuri(U00807_10575)
28.616659,77.087976,Bus,C4E Janakpuri(U00810_10576)
28.621222,77.088818,Bus,C2B Janak Puri(U00820_10577)
28.62235,77.09365,Bus,Bharti College(DC4065_10578)
28.6232,77.09615,Bus,Virender Nagar / Dilli Haat(DC4066_10579)
28.62541,77.10109,Bus,Hari Nagar Depot(DC4944_10580)
28.627917,77.100067,Bus,G Block Hari Nagar(U00967_10581)
28.631133,77.098567,Bus,Fateh Nagar(U00950_10582)
28.635737,77.096692,Bus,Tilak Nagar Jail Road(U00928_10583)
28.635322,77.092959,Bus,Tilak Nagar Crossing (Najafgarh Road)(DC3534_10584)
28.633858754923,77.0888298522768,Bus,Janak Puri Check Post(DC3535_10585)
28.632306,77.084585,Bus,B2A Janakpuri(U00773_10586)
28.630488,77.080047,Bus,Janak Puri District Centre(U00712_10587)
28.629119,77.076482,Bus,Dholi Piao(U00679_10588)
28.626449,77.06969,Bus,Vikaspuri Crossing(U00617_10589)
28.624597,77.06498,Bus,Uttam Nagar Terminal(U00600_10590)
28.5899833333333,77.0870166666667,Bus,Mangla Puri Terminal(U00779_10591)
28.591,77.0814,Bus,Health Centre(U00732_10592)
28.592833,77.079486,Bus,Dwarka Crossing / Maharaja Agrasen Hospital(U00714_10593)
28.594283,77.073867,Bus,Dwarka Sec 1(U99641_10594)
28.595421,77.070134,Bus,J M International School(U00626_10595)
28.597335,77.064944,Bus,Dwarka Sec 2-6(U00589_10596)
28.599779,77.061168,Bus,Madhu Vihar(U00558_10597)
28.6038,77.0551,Bus,Rajapuri(U00526_10598)
28.605032,77.051737,Bus,Matiyala Xing(DC3647_10599)
28.604518,77.046323,Bus,DPS Matiyala(U00469_10600)
28.602648,77.043175,Bus,Dwarka Sec 3-4(U00459_10601)
28.602551,77.040932,Bus,Dwarka Sec 13-3 Xing(U00449_10602)
28.603988,77.038876,Bus,MRV School Sec 13 Dwarka(U00439_10603)
28.605684,77.036274,Bus,Dwarka Sec 13(U00424_10604)
28.607416,77.035099,Bus,NSIT (Netaji Subhas Institute) / Sulahkul Mandir(U00416_10605)
28.610723,77.034031,Bus,Suraj Vihar(DC3626_10606)
28.6189259761464,77.0295846256512,Bus,Kakrola More(U00389_10607)
28.619809,77.024876,Bus,Kakrola Bridge(U00377_10608)
